Pokedex Number,Name,URL,Type1,Type2,Height,Weight,Base HP,Min HP,Max HP,Base Attack,Min Attack,Max Attack,Base Defense,Min Defense,Max Defense,Base Sp. Attack,Min Sp. Attack,Max Sp. Attack,Base Sp. Defense,Min Sp. Defense,Max Sp. Defense,Base Speed,Min Speed,Max Speed,Base Total,Min Total,Max Total,Legendary,Generation
765,Oranguru,https://pokemondb.net/pokedex/oranguru,Normal,Psychic,1.5,76.0,90,290,384,60,112,240,80,148,284,90,166,306,110,202,350,60,112,240,490,1030,1804,False,7
766,Passimian,https://pokemondb.net/pokedex/passimian,Fighting,None,2.0,82.8,100,310,404,120,220,372,90,166,306,40,76,196,60,112,240,80,148,284,490,1032,1802,False,7
767,Wimpod,https://pokemondb.net/pokedex/wimpod,Bug,Water,0.5,12.0,25,160,254,35,67,185,40,76,196,20,40,152,30,58,174,80,148,284,230,549,1245,False,7
768,Golisopod,https://pokemondb.net/pokedex/golisopod,Bug,Water,2.0,108.0,75,260,354,125,229,383,140,256,416,60,112,240,90,166,306,40,76,196,530,1099,1895,False,7
769,Sandygast,https://pokemondb.net/pokedex/sandygast,Ghost,Ground,0.5,70.0,55,220,314,55,103,229,80,148,284,70,130,262,45,85,207,15,31,141,320,717,1437,False,7
770,Palossand,https://pokemondb.net/pokedex/palossand,Ghost,Ground,1.3,250.0,85,280,374,75,139,273,110,202,350,100,184,328,75,139,273,35,67,185,480,1011,1783,False,7
771,Pyukumuku,https://pokemondb.net/pokedex/pyukumuku,Water,None,0.3,1.2,55,220,314,60,112,240,130,238,394,30,58,174,130,238,394,5,13,119,410,879,1635,False,7
772,Type-Null,https://pokemondb.net/pokedex/type-null,Normal,None,1.9,120.5,95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,59,110,238,534,1110,1900,True,7
773,Silvally,https://pokemondb.net/pokedex/silvally,Normal,None,2.3,100.5,95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,95,175,317,570,1175,1979,True,7
774,Minior,https://pokemondb.net/pokedex/minior,Rock,Flying,0.3,40.0,60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,440,934,1700,False,7
775,Komala,https://pokemondb.net/pokedex/komala,Normal,None,0.4,19.9,65,240,334,115,211,361,65,121,251,75,139,273,95,175,317,65,121,251,480,1007,1787,False,7
776,Turtonator,https://pokemondb.net/pokedex/turtonator,Fire,Dragon,2.0,212.0,60,230,324,78,144,280,135,247,405,91,168,309,85,157,295,36,69,188,485,1015,1801,False,7
777,Togedemaru,https://pokemondb.net/pokedex/togedemaru,Electric,Steel,0.3,3.3,65,240,334,98,180,324,63,117,247,40,76,196,73,135,269,96,177,320,435,925,1690,False,7
778,Mimikyu,https://pokemondb.net/pokedex/mimikyu,Ghost,Fairy,0.2,0.7,55,220,314,90,166,306,80,148,284,50,94,218,105,193,339,96,177,320,476,998,1781,False,7
779,Bruxish,https://pokemondb.net/pokedex/bruxish,Water,Psychic,0.9,19.0,68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,475,999,1776,False,7
780,Drampa,https://pokemondb.net/pokedex/drampa,Normal,Dragon,3.0,185.0,78,266,360,60,112,240,85,157,295,135,247,405,91,168,309,36,69,188,485,1019,1797,False,7
781,Dhelmise,https://pokemondb.net/pokedex/dhelmise,Ghost,Grass,3.9,210.0,70,250,344,131,240,397,100,184,328,86,159,298,90,166,306,40,76,196,517,1075,1869,False,7
782,Jangmo-o,https://pokemondb.net/pokedex/jangmo-o,Dragon,None,0.6,29.7,45,200,294,55,103,229,65,121,251,45,85,207,45,85,207,45,85,207,300,679,1395,False,7
783,Hakamo-o,https://pokemondb.net/pokedex/hakamo-o,Dragon,Fighting,1.2,47.0,55,220,314,75,139,273,90,166,306,65,121,251,70,130,262,65,121,251,420,897,1657,False,7
784,Kommo-o,https://pokemondb.net/pokedex/kommo-o,Dragon,Fighting,1.6,78.2,75,260,354,110,202,350,125,229,383,100,184,328,105,193,339,85,157,295,600,1225,2049,False,7
785,Tapu Koko,https://pokemondb.net/pokedex/tapu-koko,Electric,Fairy,1.8,20.5,70,250,344,115,211,361,85,157,295,95,175,317,75,139,273,130,238,394,570,1170,1984,True,7
786,Tapu Lele,https://pokemondb.net/pokedex/tapu-lele,Psychic,Fairy,1.2,18.6,70,250,344,85,157,295,75,139,273,130,238,394,115,211,361,95,175,317,570,1170,1984,True,7
787,Tapu Bulu,https://pokemondb.net/pokedex/tapu-bulu,Grass,Fairy,1.9,45.5,70,250,344,130,238,394,115,211,361,85,157,295,95,175,317,75,139,273,570,1170,1984,True,7
788,Tapu Fini,https://pokemondb.net/pokedex/tapu-fini,Water,Fairy,1.3,21.2,70,250,344,75,139,273,115,211,361,95,175,317,130,238,394,85,157,295,570,1170,1984,True,7
789,Cosmog,https://pokemondb.net/pokedex/cosmog,Psychic,None,0.2,0.1,43,196,290,29,56,172,31,60,177,29,56,172,31,60,177,37,71,190,200,499,1178,True,7
790,Cosmoem,https://pokemondb.net/pokedex/cosmoem,Psychic,None,0.1,999.9,43,196,290,29,56,172,131,240,397,29,56,172,131,240,397,37,71,190,400,859,1618,True,7
791,Solgaleo,https://pokemondb.net/pokedex/solgaleo,Psychic,Steel,3.4,230.0,137,384,478,137,251,410,107,197,344,113,207,357,89,164,304,97,179,322,680,1382,2215,True,7
792,Lunala,https://pokemondb.net/pokedex/lunala,Psychic,Ghost,4.0,120.0,137,384,478,113,207,357,89,164,304,137,251,410,107,197,344,97,179,322,680,1382,2215,True,7
793,Nihilego,https://pokemondb.net/pokedex/nihilego,Rock,Poison,1.2,55.5,109,328,422,53,99,225,47,89,212,127,233,388,131,240,397,103,189,335,570,1178,1979,False,7
794,Buzzwole,https://pokemondb.net/pokedex/buzzwole,Bug,Fighting,2.4,333.6,107,324,418,139,254,414,139,254,414,53,99,225,53,99,225,79,146,282,570,1176,1978,False,7
795,Pheromosa,https://pokemondb.net/pokedex/pheromosa,Bug,Fighting,1.8,25.0,71,252,346,137,251,410,37,71,190,137,251,410,37,71,190,151,276,441,570,1172,1987,False,7
796,Xurkitree,https://pokemondb.net/pokedex/xurkitree,Electric,None,3.8,100.0,83,276,370,89,164,304,71,132,265,173,315,489,71,132,265,83,153,291,570,1172,1984,False,7
797,Celesteela,https://pokemondb.net/pokedex/celesteela,Steel,Flying,9.2,999.9,97,304,398,101,186,331,103,189,335,107,197,344,101,186,331,61,114,243,570,1176,1982,False,7
798,Kartana,https://pokemondb.net/pokedex/kartana,Grass,Steel,0.3,0.1,59,228,322,181,330,507,131,240,397,59,110,238,31,60,177,109,200,348,570,1168,1989,False,7
799,Guzzlord,https://pokemondb.net/pokedex/guzzlord,Dark,Dragon,5.5,888.0,223,556,650,101,186,331,53,99,225,97,179,322,53,99,225,43,81,203,570,1200,1956,False,7
800,Necrozma,https://pokemondb.net/pokedex/necrozma,Psychic,None,2.4,230.0,97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,600,1230,2047,True,7
801,Magearna,https://pokemondb.net/pokedex/magearna,Steel,Fairy,1.0,80.5,80,270,364,95,175,317,115,211,361,130,238,394,115,211,361,65,121,251,600,1226,2048,True,7
802,Marshadow,https://pokemondb.net/pokedex/marshadow,Fighting,Ghost,0.7,22.2,90,290,384,125,229,383,80,148,284,90,166,306,90,166,306,125,229,383,600,1228,2046,True,7
803,Poipole,https://pokemondb.net/pokedex/poipole,Poison,None,0.6,1.8,67,244,338,73,135,269,67,125,256,73,135,269,67,125,256,73,135,269,420,899,1657,False,7
804,Naganadel,https://pokemondb.net/pokedex/naganadel,Poison,Dragon,3.6,150.0,73,256,350,73,135,269,73,135,269,127,233,388,73,135,269,121,222,375,540,1116,1920,False,7
805,Stakataka,https://pokemondb.net/pokedex/stakataka,Rock,Steel,5.5,820.0,61,232,326,131,240,397,211,384,573,53,99,225,101,186,331,13,27,137,570,1168,1989,False,7
806,Blacephalon,https://pokemondb.net/pokedex/blacephalon,Fire,Ghost,1.8,13.0,53,216,310,127,233,388,53,99,225,151,276,441,79,146,282,107,197,344,570,1167,1990,False,7
807,Zeraora,https://pokemondb.net/pokedex/zeraora,Electric,None,1.5,44.5,88,286,380,112,206,355,75,139,273,102,188,333,80,148,284,143,261,423,600,1228,2048,True,7
808,Meltan,https://pokemondb.net/pokedex/meltan,Steel,None,0.2,8.0,46,202,296,65,121,251,65,121,251,55,103,229,35,67,185,34,65,183,300,679,1395,True,7
809,Melmetal,https://pokemondb.net/pokedex/melmetal,Steel,None,2.5,800.0,135,380,474,143,261,423,143,261,423,80,148,284,65,121,251,34,65,183,600,1236,2038,True,7
